nMax,time,avgScore,varScore,maxScore
50,3.00206,-39.9237,507.92,-21.4691
50,2.70638,-31.8632,280.488,-24.3263
50,1.91618,-46.3505,1802.72,-22.5565
50,3.05246,-33.5265,176.184,-21.8073
50,1.60506,-31.8939,40.5048,-24.543
50,3.19787,-33.0376,218.184,-25.2922
50,1.52644,-32.496,54.6189,-25.356
50,1.5902,-40.359,397.864,-23.8929
50,2.62621,-38.1858,593.766,-25.3397
50,2.73468,-27.5722,59.6289,-18.1241
50,2.47714,-31.2123,139.28,-22.1388
50,2.78077,-36.0339,529.839,-23.4671
50,1.62403,-31.0841,299.857,-22.3696
50,2.56753,-29.8126,95.7305,-21.6955
50,2.98965,-33.7815,143.57,-24.308
50,2.05259,-30.406,141.549,-20.6952
50,1.32923,-38.185,256.422,-22.5782
50,2.27137,-39.1178,119.472,-28.9013
50,1.22292,-47.0826,460.371,-32.3421
50,1.73715,-48.3753,1798.13,-25.7919
100,2.35949,-36.4386,352.245,-24.7235
100,1.55867,-29.6612,189.669,-23.0443
100,3.75599,-28.7417,85.3073,-18.3432
100,1.17416,-35.5812,535.662,-24.7658
100,2.45024,-32.3802,46.6878,-27.3155
100,5.53289,-30.5494,193.043,-21.0847
100,3.74526,-41.0391,1750.56,-21.7306
100,3.47474,-40.5992,697.197,-24.8609
100,2.07778,-32.9633,273.69,-19.6621
100,3.55537,-39.1197,326.224,-21.0723
100,2.48809,-42.5536,6705.85,-24.1368
100,2.44073,-36.5915,309.005,-21.4105
100,3.00986,-34.4596,289.032,-25.3576
100,1.9821,-29.6389,80.3204,-23.1673
100,1.6967,-36.7664,168.686,-31.0645
100,2.54693,-34.7827,301.914,-23.8017
100,2.68439,-37.1388,199.007,-26.7726
100,4.82324,-29.1348,103.256,-20.0984
100,2.96306,-39.4208,61.5307,-27.6188
100,1.27451,-43.8603,558.425,-29.7847
150,3.58425,-38.5713,1110.85,-20.5775
150,3.48552,-30.8596,197.043,-24.5909
150,1.94973,-34.0641,109.432,-26.9531
150,3.2672,-39.617,253.442,-22.6072
150,3.13942,-31.6874,492.929,-24.1219
150,2.60073,-37.8631,110.114,-29.725
150,4.3629,-38.1051,590.03,-20.0984
150,4.04946,-41.7645,220.361,-30.8577
150,1.63517,-40.6588,318.191,-33.1998
150,4.72817,-30.4076,197.938,-21.5128
150,3.80256,-28.5469,124.795,-21.583
150,2.27408,-35.8959,266.182,-24.6515
150,3.47798,-37.3552,51.9513,-28.9133
150,5.53887,-31.0368,151.907,-21.4639
150,3.03591,-38.1143,491.459,-23.9444
150,3.22049,-36.2467,3963.43,-22.3812
150,3.20823,-23.6917,82.4003,-20.1574
150,2.62378,-37.1806,171.894,-25.517
150,3.0556,-30.8029,51.6952,-22.1043
150,4.4881,-37.1249,492.296,-19.5014
200,2.25135,-49.6221,299.803,-32.184
200,2.8136,-38.5903,173.133,-25.6757
200,2.5334,-47.0626,1032.67,-25.7001
200,2.73472,-41.6011,214.166,-32.3699
200,4.38388,-32.3702,54.4907,-21.0836
200,5.88282,-33.9273,653.386,-20.7176
200,3.04439,-30.3414,33.2472,-20.1147
200,5.49999,-27.2664,174.092,-19.693
200,3.19058,-43.0585,852.82,-22.1862
200,2.75097,-44.4704,598.966,-29.9993
200,1.77727,-35.9514,145.409,-28.073
200,3.82946,-41.47,132.295,-28.3653
200,3.60294,-49.0447,578.516,-23.6702
200,3.14274,-39.4574,336.858,-24.8502
200,3.68872,-32.178,181.041,-22.5035
200,5.41057,-32.8911,174.022,-21.4691
200,5.44182,-32.4266,344.81,-21.4841
200,6.09569,-32.2923,186.654,-24.28
200,2.59864,-36.2683,294.426,-25.1766
200,2.51743,-31.864,2889.54,-20.8862
250,2.36924,-39.88,142.44,-29.3509
250,3.42567,-31.7695,183.848,-21.3668
250,2.95165,-40.6359,66.2535,-30.1746
250,2.8296,-35.4997,118.091,-26.2464
250,4.37557,-48.6245,1023.83,-23.5848
250,2.9368,-30.4977,334.35,-19.8389
250,2.21867,-61.3495,1030.28,-36.6021
250,7.41044,-33.3729,132.476,-24.878
250,2.86251,-43.6361,192.648,-28.4466
250,5.72688,-32.4566,1022.13,-19.0362
250,3.57156,-34.196,94.4757,-25.2946
250,3.13219,-37.8243,158.275,-28.8782
250,5.71174,-35.4148,206.279,-22.8983
250,2.1959,-39.4907,307.122,-31.5862
250,4.67197,-29.4057,147.168,-21.0784
250,2.61743,-32.5599,524.099,-22.9683
250,1.45841,-43.1239,77.6653,-31.9666
250,6.95528,-34.385,102.372,-21.0723
250,4.55966,-31.9434,238.587,-17.7137
250,4.69187,-42.1875,465.362,-22.021
300,8.0595,-29.3921,24.2993,-20.2762
300,1.0969,-75.1165,2701.73,-36.815
300,2.65006,-34.6686,258.401,-26.4107
300,3.70926,-35.8435,50.5017,-24.0045
300,5.08619,-29.0525,90.4891,-16.6233
300,3.22654,-33.3369,173.471,-26.1237
300,4.95317,-41.8365,447.893,-21.585
300,5.74587,-41.4281,726.892,-22.5144
300,5.33393,-40.9222,443.894,-24.7382
300,4.1108,-34.8602,70.1668,-27.4284
300,2.34432,-40.8352,108.851,-34.7079
300,3.6572,-36.7535,226.343,-22.3219
300,4.16031,-41.2311,185.207,-28.6332
300,1.98885,-32.5991,604.192,-23.0093
300,1.83352,-40.9453,87.4737,-30.4764
300,3.41674,-53.4376,1004.68,-28.6845
300,7.23498,-36.186,104.321,-26.1356
300,2.62915,-48.1913,194.625,-34.0693
300,2.93464,-40.9292,273.059,-27.9577
300,4.19953,-40.6329,817.234,-24.2263
350,2.35182,-46.0403,139.506,-35.2434
350,2.62882,-37.0863,79.4423,-26.8257
350,6.12187,-33.7224,172.929,-23.4823
350,3.42402,-35.889,131.108,-24.5314
350,2.71004,-31.6409,20.0031,-25.3709
350,6.43273,-32.8488,238.795,-22.0816
350,3.00285,-42.0013,176.138,-27.8503
350,1.36653,-44.4126,16.4636,-37.3405
350,4.81169,-42.8213,888.95,-24.5365
350,4.05879,-29.0224,156.581,-18.5971
350,4.16607,-37.2762,407.696,-23.6214
350,4.58236,-34.2048,102.054,-25.1886
350,3.6295,-41.4113,191.803,-28.3702
350,4.43902,-32.3778,120.223,-22.98
350,3.47759,-32.7421,379.431,-17.5675
350,3.10772,-38.5659,1432.8,-23.5461
350,3.41517,-37.4095,295.192,-24.5014
350,4.25205,-34.4771,278.523,-18.9685
350,4.79487,-32.3506,105.729,-24.6711
350,7.17076,-33.0554,57.0331,-24.0415
400,5.5284,-38.8912,257.419,-25.9819
400,3.64579,-38.1658,218.839,-25.9389
400,5.38082,-30.4359,556.27,-21.061
400,5.50242,-37.1847,147.935,-19.971
400,3.90921,-41.769,289.173,-28.1732
400,3.28879,-42.5749,1182.68,-24.5734
400,6.84928,-37.6635,615.174,-19.9614
400,5.08631,-34.0133,124.081,-21.7658
400,5.42245,-36.2161,827.657,-21.9262
400,5.43941,-37.7827,513.262,-24.2354
400,3.12863,-46.2815,342.789,-24.2919
400,3.4132,-38.5118,169.663,-25.0417
400,5.96571,-34.3527,85.5684,-23.3457
400,3.82919,-33.7973,107.511,-22.4425
400,2.8633,-32.8236,349.493,-21.0102
400,4.0262,-36.7274,87.8886,-29.7392
400,2.84399,-43.3707,123.685,-31.4931
400,3.86729,-40.5911,392.986,-26.5273
400,1.79505,-36.5821,239.81,-24.9407
400,3.82113,-43.9583,289.655,-33.8827
450,3.8773,-34.3448,95.3559,-24.0382
450,5.03047,-42.3012,267.667,-23.1194
450,6.08236,-29.6988,57.9202,-18.9708
450,4.74759,-36.1209,179.463,-20.8581
450,2.4557,-35.9012,330.143,-25.4196
450,3.47162,-36.9825,267.272,-23.4907
450,4.31229,-32.9817,17.9287,-23.6796
450,3.17742,-36.8772,63.426,-27.4096
450,6.6883,-44.3742,199.535,-27.582
450,5.89839,-37.435,54.9109,-23.5701
450,3.44339,-45.393,341.998,-31.1482
450,3.8698,-31.2268,231.997,-24.092
450,1.53267,-46.4343,5800.65,-28.0666
450,3.60796,-48.3824,250.054,-33.7805
450,1.98821,-33.5282,30.3833,-31.3404
450,5.20524,-36.5329,134.636,-25.0396
450,3.57579,-39.293,283.772,-25.1766
450,3.40327,-35.2739,104.786,-21.3384
450,3.44496,-37.2583,183.848,-24.6767
450,5.39019,-38.2842,93.8929,-30.9434
500,2.71041,-44.6047,155.679,-28.5933
500,5.53871,-45.0889,177.251,-25.1706
500,5.32946,-38.0076,28.8931,-29.1124
500,4.19909,-43.2846,83.6849,-34.103
500,2.63313,-46.2243,343.155,-26.6732
500,4.82857,-40.5759,181.386,-25.5827
500,3.34749,-35.7013,382.132,-17.1792
500,3.32937,-38.9429,749.033,-20.982
500,9.20745,-30.9219,100.037,-21.405
500,4.04671,-43.2274,615.176,-29.0867
500,4.07927,-38.1365,1023.83,-31.3347
500,3.70047,-36.6449,68.516,-24.6809
500,5.12468,-36.3131,56.7561,-23.6028
500,8.78016,-36.0935,157.238,-20.1095
500,4.71989,-35.8652,137.318,-21.4748
500,5.53708,-32.2208,47.7467,-22.4217
500,5.53932,-34.4178,129.344,-23.527
500,2.81836,-33.0847,85.7526,-25.1645
500,3.70319,-33.8271,30.3158,-25.5515
500,2.22278,-46.8555,78.9257,-35.0147
550,3.15277,-39.5767,115.506,-29.7782
550,3.34765,-42.0212,74.785,-26.698
550,4.59173,-43.4418,392.345,-26.0052
550,5.93617,-34.5645,144.188,-21.2865
550,4.42056,-34.4692,100.001,-21.8825
550,3.52649,-37.9986,76.46,-25.5373
550,2.00216,-44.3076,40.4147,-35.9527
550,5.02666,-39.0109,77.8978,-29.3251
550,1.66317,-45.9559,160.597,-29.0096
550,3.9158,-36.7791,54.409,-28.5872
550,5.15859,-41.4763,91.3026,-31.8663
550,3.84249,-112.191,14974.5,-33.4866
550,2.67543,-36.4707,485.022,-24.113
550,2.01465,-37.5635,24.9201,-30.772
550,3.18288,-44.4371,92.4364,-31.5663
550,1.67789,-77.1946,5380.14,-25.9635
550,3.48721,-43.7293,1060.31,-24.1534
550,5.28481,-36.1073,41.7582,-29.0803
550,4.48991,-31.1238,50.9094,-21.4976
550,2.67946,-37.1706,37.1837,-31.8129
600,2.54514,-39.6787,124.797,-24.9286
600,4.74226,-31.7234,88.1024,-27.3531
600,3.00659,-44.7825,178.186,-34.9809
600,2.87334,-41.7704,183.568,-23.3082
600,4.66005,-36.1631,95.1737,-24.9645
600,4.1084,-35.4288,36.7384,-27.6507
600,4.0764,-42.3301,164.738,-25.4317
600,4.96304,-35.4084,94.1653,-27.2792
600,4.76004,-46.5029,357.885,-25.2191
600,4.00204,-45.1337,45.8769,-34.1431
600,1.85126,-45.2945,119.963,-36.0512
600,2.25152,-32.1995,14.176,-26.0618
600,4.69395,-38.423,297.965,-22.706
600,2.36717,-35.1835,99.8712,-26.5988
600,3.50814,-36.7026,194.218,-24.5614
600,10.3208,-37.6198,98.9256,-18.9088
600,1.05274,-53.8538,126.418,-51.2677
600,4.51685,-41.8954,23.9822,-32.0394
600,4.46968,-44.0804,231.732,-33.2343
600,6.82972,-34.2126,254.453,-26.9219
650,5.301,-40.3248,814.044,-22.2326
650,4.64628,-34.4028,512.967,-21.1458
650,4.90669,-37.0295,114.367,-25.3162
650,4.52827,-33.5713,262.246,-19.7226
650,5.21553,-41.0401,99.4254,-21.9185
650,5.78603,-39.6032,1546.11,-17.6625
650,4.65125,-38.1259,75.6753,-27.1966
650,3.89027,-40.2188,138.673,-25.9083
650,4.25365,-39.1655,66.0074,-31.7929
650,7.45276,-35.7142,223.893,-25.0944
650,6.13636,-33.0443,70.1641,-23.4789
650,4.4864,-42.3982,274.67,-25.2858
650,5.81518,-35.5476,74.401,-27.3531
650,2.86583,-38.9975,502.634,-23.4527
650,2.65634,-38.6344,35.4328,-28.8364
650,3.17952,-46.6063,460.634,-29.3301
650,1.36772,-53.0368,2102.16,-27.9915
650,3.27391,-35.5098,16.8995,-23.5379
650,2.22831,-37.1575,56.3698,-27.107
650,3.65822,-33.6868,15.3252,-26.2403
700,5.9856,-44.6609,306.356,-26.8233
700,1.35962,-35.1452,911.307,-26.3702
700,3.73236,-42.5654,1112.69,-30.6405
700,3.67282,-44.4342,1310.66,-25.9942
700,4.30393,-42.0636,105.574,-29.8042
700,3.97911,-40.9446,1009.64,-27.7619
700,5.15662,-37.2043,918.562,-23.5969
700,2.59422,-43.0069,55.0497,-30.0971
700,3.57964,-39.7775,314.273,-28.5422
700,4.1055,-32.5538,12.1142,-24.6996
700,1.6593,-41.4357,635.231,-30.5715
700,8.60598,-34.3525,88.9486,-24.9119
700,3.39244,-46.9576,121.799,-30.6208
700,3.53484,-41.2156,99.4889,-32.0737
700,5.30614,-38.1839,671.686,-26.1233
700,4.80638,-35.5239,78.1385,-25.0313
700,1.80327,-42.7324,217.142,-36.3757
700,4.88731,-39.9809,288.409,-31.347
700,3.77358,-48.4765,915.15,-31.294
700,4.81115,-39.5577,106.18,-29.7013
750,4.47546,-47.3808,570.137,-34.6757
750,4.15635,-41.1184,74.7705,-28.3129
750,5.64584,-40.5761,67.7149,-31.1436
750,4.68973,-41.0356,112.221,-29.8561
750,4.8791,-41.6435,383.299,-28.8556
750,3.38458,-32.5062,16.5186,-24.8622
750,5.27682,-38.5609,865.983,-24.8084
750,2.26461,-34.8025,182.848,-26.2279
750,3.48578,-43.2691,3667.64,-32.3085
750,3.16228,-43.2477,190.232,-28.1168
750,3.62221,-35.1577,194.148,-23.7803
750,5.09977,-39.009,414.122,-24.6797
750,5.68325,-31.1407,307.783,-20.054
750,1.71325,-45.0025,108.834,-34.1856
750,7.16117,-36.0669,118.208,-26.9545
750,9.29848,-38.5076,701.891,-23.9974
750,2.20819,-43.6995,17.256,-32.9367
750,4.13515,-39.2026,717.03,-24.7176
750,7.30342,-51.9893,1623.04,-23.5463
750,3.9032,-37.1897,290.764,-29.7444
800,6.24099,-41.5633,48.5799,-32.067
800,17.9939,-34.0511,305.561,-18.8085
800,3.40386,-40.4495,38.8221,-27.5478
800,4.06861,-37.2319,349.198,-28.7552
800,3.88435,-40.1434,49.5617,-29.9653
800,1.35913,-35.1817,34.6049,-27.9374
800,3.03022,-45.0356,148.248,-30.5223
800,2.76757,-51.0405,1498.17,-29.8935
800,1.45963,-49.399,463.143,-34.077
800,5.25825,-35.0211,127.224,-23.1087
800,6.62813,-44.8883,260.64,-30.4433
800,6.72557,-55.4088,11983,-26.8844
800,7.02629,-32.8092,227.924,-22.9741
800,3.9325,-32.4062,324.164,-24.3246
800,6.65921,-36.4871,102.523,-23.3729
800,2.82723,-36.9854,20.1166,-31.0811
800,2.54553,-41.5378,97.0018,-35.1897
800,7.42379,-41.0869,72.0254,-32.6925
800,3.8871,-45.3392,242.387,-34.7242
800,5.14056,-36.9783,289.423,-23.7049
850,8.97582,-41.511,432.562,-28.8301
850,2.08439,-37.5838,80.1504,-26.829
850,3.4435,-47.9554,257.941,-30.0888
850,2.80036,-27.5095,67.2601,-21.7009
850,3.07048,-30.5554,48.0356,-22.1694
850,3.34782,-37.7581,969.857,-32.5508
850,4.39014,-39.9296,66.4964,-28.6636
850,3.08679,-36.5603,19.8362,-33.3095
850,5.08533,-32.1695,39.8924,-19.1315
850,6.66671,-38.303,65.3018,-29.5124
850,16.1293,-33.8835,129.375,-22.4326
850,2.63121,-30.1168,156.635,-23.0818
850,3.69172,-44.3524,255.005,-31.2807
850,6.42379,-38.66,136.029,-29.8236
850,12.9804,-32.2672,154.658,-19.7053
850,2.87224,-32.4505,28.6189,-26.8822
850,2.39393,-42.7215,84.3302,-31.0994
850,4.9043,-31.0576,121.663,-23.7791
850,0.999714,-33.505,1842.85,-26.0259
850,6.80599,-40.5722,145.931,-27.8195
900,4.74589,-37.6155,49.1178,-26.3135
900,6.62569,-40.0702,293.086,-25.6077
900,3.46172,-37.1655,109.902,-28.6061
900,4.38301,-35.7826,282.882,-20.8131
900,5.67807,-39.7273,93.3121,-23.5805
900,6.76684,-40.7036,1995.45,-28.5292
900,4.95735,-52.0671,2744.22,-26.7788
900,11.0182,-32.9351,289.402,-23.0709
900,3.45688,-43.4177,166.087,-33.2278
900,2.20267,-26.6659,49.9298,-21.0836
900,1.34379,-54.4104,3502.26,-36.2643
900,9.03409,-35.2948,73.5104,-23.5025
900,5.73208,-45.7017,370.616,-31.3184
900,4.32267,-48.2209,429.687,-25.6818
900,5.81327,-34.882,92.9346,-23.3082
900,3.86857,-42.389,69.2038,-31.7929
900,1.73266,-41.2666,25.773,-31.6595
900,4.99477,-35.6474,76.1588,-25.6451
900,2.4243,-51.0802,199.728,-41.1238
900,4.38172,-43.9301,1349.27,-31.8519
950,7.06204,-35.4023,367.75,-23.6683
950,1.75868,-37.1746,226.282,-31.4333
950,5.55895,-44.0186,211.052,-28.3225
950,4.88216,-32.8364,18.3947,-23.8995
950,1.54245,-48.7256,1148.61,-39.6001
950,8.59733,-36.8752,196.128,-23.0193
950,2.71696,-39.9843,194.52,-30.8511
950,10.5787,-40.9122,407.423,-28.332
950,2.30153,-50.1014,453.04,-26.0741
950,2.77355,-38.3092,202.636,-29.8709
950,1.7267,-43.9528,202.98,-32.5677
950,1.91621,-35.5721,11.7449,-29.4995
950,7.21699,-42.9458,51.09,-28.5295
950,4.27676,-39.454,437.016,-26.978
950,4.82362,-38.7367,501.086,-27.9387
950,5.10259,-30.4803,173.649,-21.8631
950,3.16217,-36.0074,335.813,-27.1263
950,3.04136,-28.4591,46.9075,-22.5089
950,2.35907,-46.1462,186.327,-32.3684
950,3.29216,-42.0919,49.9433,-31.074
1000,5.44343,-41.9129,142.654,-28.4976
1000,6.82593,-34.8578,114.302,-27.3782
1000,2.15475,-35.549,78.4219,-29.9602
1000,4.75681,-35.6716,105.12,-22.6188
1000,18.2241,-33.8003,175.417,-19.1641
1000,10.1946,-40.6064,1111.22,-21.0128
1000,5.24594,-37.761,140.121,-25.3587
1000,3.97853,-33.0862,146.237,-22.4824
1000,4.91845,-36.3748,115.33,-24.6394
1000,4.8931,-34.6841,63.5549,-24.9624
1000,3.9246,-37.9209,836.907,-28.1839
1000,8.00371,-36.1553,93.5404,-21.3608
1000,5.17694,-49.3623,627.635,-35.7703
1000,4.60523,-43.8076,199.555,-31.8262
1000,5.09162,-36.2764,215.25,-25.4144
1000,4.99155,-34.2759,98.7039,-22.6044
1000,2.39748,-46.424,108.459,-36.8363
1000,4.0139,-38.5435,103.371,-28.4211
1000,2.1466,-43.89,72.4757,-32.6452
1000,3.04531,-34.2047,52.2251,-25.8715
